34.275555,108.955555
34.287035,108.973685
34.252799,108.964886
34.288878,108.9964
34.283747,108.990347
34.271712,108.994986
34.296502,108.989097
34.264805,109.006826
34.263414,108.960136
34.272215,108.969071
34.279836,108.928757
34.288404,108.953821
34.305656,108.957823
34.286177,108.935374
34.279683,108.9476
34.306532,108.971999
34.270811,108.980608
34.257021,108.972981
34.268827,109.001946
34.273348,108.950825
34.276485,108.968572
34.297269,108.956466
34.26097,108.946006
34.250238,108.963624
34.309638,108.989729
34.317269,108.956466
