34.287833,108.942286
34.238614,108.952168
34.284417,108.985052
34.279436,108.978214
34.267253,108.983632
34.291912,108.97808
34.264805,109.006826
34.24625,108.948176
34.272215,108.969071
34.27686,108.917006
34.283714,108.943453
34.290304,108.950885
34.245434,108.952458
34.262244,108.937814
34.293689,108.938101
34.294082,108.971923
34.271376,108.928049
34.294639,108.931591
34.286224,108.926642
34.271599,108.934263
34.284683,108.966882
34.265713,108.944645
34.271149,108.957914
34.302163,108.94226
34.28721,108.964442
34.2523,108.956317
34.289733,108.942386
34.291723,108.989971
34.270321,108.974855
34.263895,108.972846
34.257954,108.942564
34.292963,108.942376
34.293918,108.942205
34.286742,108.928777
34.260899,108.95164
34.281171,109.01803
34.294567,108.933238
34.294209,108.939321
34.269664,108.946439
34.302688,108.943349
34.294119,108.936211
34.257634,108.946274
34.261518,108.966689
34.263234,108.963778
34.260654,108.960356
34.282027,108.959744
34.294808,108.950621
34.281639,108.930437
34.271532,108.969135
34.262822,108.970736
34.265715,108.970296
34.305547,108.92414
34.271199,108.970232
34.290012,108.975043
34.281689,108.937537
34.281654,108.941603
34.286183,108.968353
34.281694,108.924282
34.275039,108.936523
34.301748,108.950895
34.266094,108.969426
34.252,108.954717
34.264487,108.990493
34.268704,108.939748
34.271749,108.957754
34.262112,108.929584
34.256792,108.934632
34.302879,108.980761
34.271006,108.928599
34.27961,108.923159
34.232112,108.929584
34.261944,108.942154
34.263494,108.942824
34.273494,108.971246
34.262326,108.945553
34.274319,108.935176
34.268491,108.977465
34.281979,108.953028
34.257234,108.942054
34.269696,108.942522
34.257149,108.938114
34.285359,108.935347
34.294433,108.942486
34.300994,108.942662
34.301077,108.966453
34.271579,108.955834
34.24699,109.004406
34.265494,108.942004
34.265393,108.949505
34.275335,108.926565
34.265458,108.951099
34.283887,108.984868
34.265859,108.95583
34.300575,108.91169
34.266262,108.939202
34.268599,108.935633
34.271179,108.936023
34.275124,108.960379
34.270831,108.979115
34.311314,108.949198
34.291138,108.939121
34.25629,108.958527
34.234558,108.941594
34.268544,108.942359
34.266164,108.944584
34.271579,108.955834
34.293599,108.934411
34.298194,108.941808
34.260694,108.949674
34.25646,108.958697
